doi,issued,fname1,lname1,orcid1,affiliation1,org1,city1,region1,country1,fname2,lname2,orcid2,affiliation2,org2,city2,region2,country2,unique_place_id,lat2,lng2
10.1080/08946566.2021.1934767,2021-05-27,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Angela D.,Evans,/0000-0003-3409-5979,"Psychology Department, Brock University, St. Catharines, Canada",,,,,  ,,
10.1037/dev0000955,2020-07-01,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Victoria W.,Dykstra,,,,,,,  ,,
10.1037/dev0000955,2020-07-01,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Angela D.,Evans,,,,,,,  ,,
10.1080/13825585.2020.1724866,2020-02-05,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Karen L.,Campbell,,"Department of Psychology, Brock University, St Catharines, ON, Canada",,,,,  ,,
10.1080/13825585.2020.1724866,2020-02-05,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Caitlin E.V.,Mahy,,"Department of Psychology, Brock University, St Catharines, ON, Canada",,,,,  ,,
10.1080/1068316x.2019.1708358,2020-01-05,Alison M.,O'Connor,0000-0002-4773-4840,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Angela D.,Evans,,"Department of Psychology, Brock University, St.Catharines, Ontario, Canada",,,,,  ,,
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Hong,Lu,,,,,,,  ,,
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Kyle M.,Roddick,/0000-0003-2701-8166,,Mount Allison University,Sackville,,CA,Sackville  CA,46.00015,-64.38205
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Yuan,Ge,/0000-0002-6766-5395,,,,,,  ,,
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Long,Zuo,,,,,,,  ,,
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Peng,Zhang,,,,,,,  ,,
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Olivia,Lam,,,,,,,  ,,
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Klara,Marsh,,,,,,,  ,,
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Rachel O. L.,Wong,,,,,,,  ,,
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E.,Brown,,,,,,,  ,,
10.1038/s41380-025-03017-w,2025-04-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Ann Marie,Craig,/0000-0002-8651-8200,,,,,,  ,,
10.1101/2025.08.14.670361,2025-08-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Kyle M.,Roddick,/0000-0003-2701-8166,,Mount Allison University,Sackville,,CA,Sackville  CA,46.00015,-64.38205
10.1101/2025.08.14.670361,2025-08-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Elias B.,Habib,/0000-0002-9911-8679,,,,,,  ,,
10.1101/2025.08.14.670361,2025-08-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E.,Brown,/0000-0002-4762-8175,,,,,,  ,,
10.1101/2025.08.14.670361,2025-08-15,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Fuat,Balcı,/0000-0003-3390-9352,,,,,,  ,,
10.1101/2025.04.24.650385,2025-04-26,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Kyle M,Roddick,/0000-0003-2701-8166,,Mount Allison University,Sackville,,CA,Sackville  CA,46.00015,-64.38205
10.1101/2025.04.24.650385,2025-04-26,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Paige A,Northrup,/0009-0003-5183-0653,,,,,,  ,,
10.1101/2025.04.24.650385,2025-04-26,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Heather M,Schellinck,/0009-0009-0624-4106,,,,,,  ,,
10.1101/2025.04.24.650385,2025-04-26,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E,Brown,/0000-0002-4762-8175,,,,,,  ,,
10.1016/j.physbeh.2024.114583,2024-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,William H.,Gendron,,,,,,,  ,,
10.1016/j.physbeh.2024.114583,2024-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Emre,Fertan,,,,,,,  ,,
10.1016/j.physbeh.2024.114583,2024-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Aimée A.,Wong,,,,,,,  ,,
10.1016/j.physbeh.2024.114583,2024-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Maria,Maliougina,,,,,,,  ,,
10.1016/j.physbeh.2024.114583,2024-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Yassine El,Hiani,,,,,,,  ,,
10.1016/j.physbeh.2024.114583,2024-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Younes,Anini,,,,,,,  ,,
10.1016/j.physbeh.2024.114583,2024-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E.,Brown,/0000-0002-4762-8175,,,,,,  ,,
10.1101/lm.053840.123,2023-11-17,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Kyle M.,Roddick,/0000-0003-2701-8166,,Mount Allison University,Sackville,,CA,Sackville  CA,46.00015,-64.38205
10.1101/lm.053840.123,2023-11-17,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Heather M.,Schellinck,,,,,,,  ,,
10.1101/lm.053840.123,2023-11-17,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E.,Brown,/0000-0002-4762-8175,,,,,,  ,,
10.1016/j.bbr.2023.114590,2023-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Emre,Fertan,/0000-0002-0060-5806,,,,,,  ,,
10.1016/j.bbr.2023.114590,2023-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Aimée A.,Wong,,,,,,,  ,,
10.1016/j.bbr.2023.114590,2023-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Thalia S. Garvock-de,Montbrun,,,,,,,  ,,
10.1016/j.bbr.2023.114590,2023-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Michaela K.,Purdon,,,,,,,  ,,
10.1016/j.bbr.2023.114590,2023-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Tohru,Yamamoto,,,,,,,  ,,
10.1016/j.bbr.2023.114590,2023-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E.,Brown,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Hong,Lu,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Long,Zuo,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Peng,Zhang,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Shinichiro,Oku,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Jessica,Garden,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Yuan,Ge,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Michael,Bellefontaine,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Mathias,Delhaye,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E.,Brown,,,,,,,  ,,
10.1016/j.celrep.2023.112714,2023-07-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Ann Marie,Craig,,,,,,,  ,,
10.1007/978-3-031-35159-4_3,2023-01-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E.,Brown,,,,,,,  ,,
10.1007/978-3-031-35159-4_3,2023-01-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Oliver K.,Schnare,,,,,,,  ,,
10.1007/978-3-031-35159-4_3,2023-01-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Elias B.,Habib,,,,,,,  ,,
10.3233/jad-220049,2022-06-28,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Emre,Fertan,,"Department of Psychology and Neuroscience, Dalhousie University, Halifax, NS, Canada",,,,,  ,,
10.3233/jad-220049,2022-06-28,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Heather M.,Schellinck,,"Department of Psychology and Neuroscience, Dalhousie University, Halifax, NS, Canada",,,,,  ,,
10.3233/jad-220049,2022-06-28,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E.,Brown,,"Department of Psychology and Neuroscience, Dalhousie University, Halifax, NS, Canada",,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Lyam M.,Bailey,,,,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Glen E.,Bodner,,,,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Heath E.,Matheson,,,,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Brandie M.,Stewart,,,,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Kiera,O'Neil,,,,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Maria,Simmons,,,,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Angela M.,Lambert,,,,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Olave E.,Krigolson,,,,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Aaron J.,Newman,,,,,,,  ,,
10.1016/j.bandc.2021.105757,2021-08-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Jonathan M.,Fawcett,,,,,,,  ,,
10.1016/j.bbr.2021.113214,2021-05-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,William H.,Gendron,/0000-0002-2280-3133,,,,,,  ,,
10.1016/j.bbr.2021.113214,2021-05-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Emre,Fertan,,,,,,,  ,,
10.1016/j.bbr.2021.113214,2021-05-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Stephanie,Pelletier,,,,,,,  ,,
10.1016/j.bbr.2021.113214,2021-05-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Kyle M.,Roddick,/0000-0003-2701-8166,,Mount Allison University,Sackville,,CA,Sackville  CA,46.00015,-64.38205
10.1016/j.bbr.2021.113214,2021-05-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Timothy P.,O’Leary,,,,,,,  ,,
10.1016/j.bbr.2021.113214,2021-05-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Younes,Anini,/0000-0002-0115-658X,,,,,,  ,,
10.1016/j.bbr.2021.113214,2021-05-01,Kyle,Roddick,0000-0003-2701-8166,Department of Psychology,Mount Allison University,Sackville,New Brunswick,CA,Richard E.,Brown,/0000-0002-4762-8175,,,,,,  ,,
10.1371/journal.pone.0308795,2024-09-06,Gene,Ouellette,0000-0002-9785-1965,PSYCHOLOGY,Mount Allison University,Sackville,NB,CA,Thea A. J.,Button,,,,,,,  ,,
10.1371/journal.pone.0308795,2024-09-06,Gene,Ouellette,0000-0002-9785-1965,PSYCHOLOGY,Mount Allison University,Sackville,NB,CA,Gene P.,Ouellette,/0000-0002-9785-1965,,,,,,  ,,
10.4324/9781032680743,2023-10-05,Gene,Ouellette,0000-0002-9785-1965,PSYCHOLOGY,Mount Allison University,Sackville,NB,CA,J. Richard,Gentry,,,,,,,  ,,
10.3389/fpsyg.2021.645676,2021-04-16,Gene,Ouellette,0000-0002-9785-1965,PSYCHOLOGY,Mount Allison University,Sackville,NB,CA,Kyle R.,Milley,,,,,,,  ,,
10.3389/fpsyg.2021.645676,2021-04-16,Gene,Ouellette,0000-0002-9785-1965,PSYCHOLOGY,Mount Allison University,Sackville,NB,CA,Gene P.,Ouellette,,,,,,,  ,,
10.1080/07448481.2021.1910272,2021-05-10,Matthew,Maston,0000-0002-4883-0711,Meighen Centre,Mount Allison University,Sackville,New Brunswick,CA,Christiana,MacDougall,/0000-0001-5678-5570,"Sociology, Mount Allison University, Sackville, New Brunswick, Canada",Mount Allison University,Sackville,NB,CA,Sackville NB CA,46.00015,-64.38205
10.1080/07448481.2021.1910272,2021-05-10,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Matthew,Maston,/0000-0002-4883-0711,"Accessibility and Student Wellness, Mount Allison University, Meighen Centre, Student Affairs, Sackville, New Brunswick, Canada",Mount Allison University,Sackville,New Brunswick,CA,Sackville New Brunswick CA,46.00015,-64.38205
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Yifeng,Wei,/0000-0002-2007-300X,"University of Alberta, Edmonton, Alberta",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Stan,Kutcher,,"Dalhousie University, Halifax, Nova Scotia",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Erin,Austen,,"Saint Francis Xavier University, Antigonish, Nova Scotia",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Anne,Comfort,,"Mount Allison University, Sackville, New Brunswick",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Chris,Gilham,,"Saint Francis Xavier University, Antigonish, Nova Scotia",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Greg,McKenna,,"Holland College, Charlottetown, Prince Edward Island",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Margaret,McKinnon,,"Saint Francis Xavier University, Antigonish, Nova Scotia",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Kara,Thompson,,"Saint Francis Xavier University, Antigonish, Nova Scotia",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Elizabeth,Yeo,,"Saint Francis Xavier University, Antigonish, Nova Scotia",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Michael,Zhang,,"Saint Mary’s University, Halifax, Nova Scotia",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Andrew,Baxter,,"Alberta Health Services, Calgary, Alberta",,,,,  ,,
10.1177/07067437211037131,2021-08-11,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Kara,Matheson,,"Nova Scotia Health Authority, Halifax, Nova Scotia",,,,,  ,,
10.1177/16094069211016157,2021-01-01,Christiana,MacDougall,0000-0001-5678-5570,Sociology/WGST,Mount Allison University,Sackville,NB,CA,Krista,Johnston,/0000-0002-4672-7622,"Women’s & Gender Studies, Canadian Studies, Mount Allison University, Sackville, New Brunswick, Canada",Mount Allison University ,Sackville,New Brunswick,CA,Sackville New Brunswick CA,46.00015,-64.38205
10.1177/16094069211016157,2021-01-01,Krista,Johnston,0000-0002-4672-7622,"Women's & Gender Studies, Canadian Studies",Mount Allison University ,Sackville,New Brunswick,CA,Christiana,MacDougall,/0000-0001-5678-5570,"Sociology, Women’s & Gender Studies, Mount Allison University, Sackville, New Brunswick, Canada",Mount Allison University,Sackville,NB,CA,Sackville NB CA,46.00015,-64.38205
10.3390/ani12192549,2022-09-23,James,Baxter-Gilbert,0000-0002-1283-8893,Biology,Mount Allison University,Sackville,NB,CA,Julia L.,Riley,,,,,,,  ,,
10.3390/ani12192549,2022-09-23,James,Baxter-Gilbert,0000-0002-1283-8893,Biology,Mount Allison University,Sackville,NB,CA,Carla,Wagener,,,,,,,  ,,
10.3390/ani12192549,2022-09-23,James,Baxter-Gilbert,0000-0002-1283-8893,Biology,Mount Allison University,Sackville,NB,CA,Cláudia,Baider,/0000-0002-2203-2076,"The Mauritius Herbarium, Agricultural Services, Ministry of Agro-Industry and Food Security, Réduit 80835, Mauritius",,,,,  ,,
